365	217787	1.0	1336388002	348
365	167174	1.0	1336395790	348
365	216885	1.0	1336399073	348
365	175897	1.0	1336399326	348
365	2715	1.0	1336402480	348
1096	244473	1.0	1334225277	1108
1096	219692	1.0	1334238609	1108
1096	85384	1.0	1334245360	1108
1096	13941	1.0	1334252202	1108
1472	3761	1.0	1339940906	1913
1472	424	1.0	1339943753	1913
1472	9894	1.0	1339944583	1913
1472	48586	1.0	1339948393	1913
1472	101747	1.0	1339964363	1913
1472	176699	1.0	1339970290	1913
1472	1102952	1.0	1339970536	1913
1472	8674	1.0	1339972145	1913
1472	3906	1.0	1339976671	1913
1472	1515994	1.0	1339977500	1913
1472	101747	1.0	1339980283	1913
1472	101747	1.0	1339995738	1913
1472	402051	1.0	1339996752	1913
1472	1455645	1.0	1339999536	1913
1472	4191	1.0	1340001168	1913
1472	1519974	1.0	1340001230	1913
1472	158471	1.0	1340003222	1913
2163	221332	1.0	1347649590	2620
2163	1089650	1.0	1347655464	2620
2163	845503	1.0	1347662972	2620
2163	377722	1.0	1347667233	2620
3222	831384	1.0	1379303204	4141
3222	3186148	1.0	1379304580	4141
3222	1762740	1.0	1379308294	4141
3222	202866	1.0	1379313533	4141
3222	473985	1.0	1379317059	4141
3968	547466	1.0	1339172545	4852
3968	1401603	1.0	1339172622	4852
3968	987135	1.0	1339177635	4852
3968	541304	1.0	1339178536	4852
4325	83862	1.0	1365364314	5325
4325	492755	1.0	1365365291	5325
4325	493011	1.0	1365378166	5325
4325	3168771	1.0	1365379010	5325
4325	2912697	1.0	1365380577	5325
4481	3336181	1.0	1368016823	5434
4481	3336181	1.0	1368016906	5434
4481	217952	1.0	1368016942	5434
4481	608855	1.0	1368017319	5434
5124	2163	1.0	1336222209	6332
5124	528	1.0	1336228076	6332
5124	21279	1.0	1336230648	6332
5124	881175	1.0	1336246044	6332
5810	121071	1.0	1367989647	7359
5810	1895470	1.0	1367989789	7359
5810	834279	1.0	1367990959	7359
5810	2715	1.0	1367993134	7359
6618	497420	1.0	1360738327	8858
6618	396694	1.0	1360741980	8858
6618	118337	1.0	1360752389	8858
6618	293720	1.0	1360757742	8858
6881	75874	1.0	1349985586	9779
6881	1987425	1.0	1349993043	9779
6881	31621	1.0	1349996029	9779
6881	213741	1.0	1350000428	9779
7259	1435792	1.0	1352712181	10129
7259	865822	1.0	1352736953	10129
7259	553317	1.0	1352740006	10129
7259	258328	1.0	1352748949	10129
7381	152337	1.0	1347720631	10319
7381	2163	1.0	1347729698	10319
7381	169559	1.0	1347736692	10319
7381	238101	1.0	1347736854	10319
7381	1292976	1.0	1347740029	10319
7770	7646	1.0	1351365059	11239
7770	413650	1.0	1351390427	11239
7770	21152	1.0	1351396530	11239
7770	252556	1.0	1351425311	11239
7770	21279	1.0	1351430816	11239
8026	8674	1.0	1335350449	11794
8026	287648	1.0	1335351468	11794
8026	618	1.0	1335360362	11794
8026	297949	1.0	1335369225	11794
8026	180108	1.0	1335372736	11794
8026	32416	1.0	1335391847	11794
8902	214741	1.0	1334656691	13222
8902	6433	1.0	1334663031	13222
8902	76898	1.0	1334684392	13222
8902	533365	1.0	1334692827	13222
9799	258727	1.0	1359310140	14264
9799	703905	1.0	1359311297	14264
9799	183515	1.0	1359331681	14264
9799	2715	1.0	1359347060	14264
9965	866526	1.0	1339344908	14546
9965	5594	1.0	1339345022	14546
9965	483222	1.0	1339345089	14546
9965	253332	1.0	1339357079	14546
9965	1424481	1.0	1339357727	14546
9965	1073723	1.0	1339373147	14546
9965	5594	1.0	1339389611	14546
9965	483222	1.0	1339395462	14546
10128	473265	1.0	1337010823	14668
10128	16573	1.0	1337014959	14668
10128	216580	1.0	1337018345	14668
10128	2715	1.0	1337021183	14668
11075	31621	1.0	1379176639	16891
11075	1115143	1.0	1379178489	16891
11075	616747	1.0	1379180340	16891
11075	220232	1.0	1379182707	16891
11149	10560	1.0	1363776816	16936
11149	4191	1.0	1363799231	16936
11149	1709517	1.0	1363799784	16936
11149	3054492	1.0	1363800159	16936
11292	446670	1.0	1343634659	17282
11292	16696	1.0	1343636383	17282
11292	12915	1.0	1343637097	17282
11292	234355	1.0	1343638245	17282
11292	275083	1.0	1343652293	17282
11559	7646	1.0	1343612417	17723
11559	293588	1.0	1343612548	17723
11559	34111	1.0	1343612940	17723
11559	216171	1.0	1343613070	17723
11559	3761	1.0	1343613194	17723
11559	221871	1.0	1343613447	17723
11559	161806	1.0	1343613888	17723
11559	413753	1.0	1343614612	17723
11559	19385	1.0	1343633928	17723
11559	411580	1.0	1343635106	17723
11559	183884	1.0	1343636148	17723
11559	5748	1.0	1343636350	17723
11629	106085	1.0	1334478633	17817
11629	416015	1.0	1334479606	17817
11629	10862	1.0	1334485614	17817
11629	240615	1.0	1334488145	17817
12626	294376	1.0	1350073652	20705
12626	2002796	1.0	1350074894	20705
12626	153097	1.0	1350078171	20705
12626	373154	1.0	1350079099	20705
12949	953318	1.0	1336471145	21509
12949	111908	1.0	1336477061	21509
12949	424	1.0	1336480754	21509
12949	111908	1.0	1336500460	21509
13178	358621	1.0	1355577847	21989
13178	3761	1.0	1355578173	21989
13178	2489262	1.0	1355578945	21989
13178	46412	1.0	1355579405	21989
13178	424	1.0	1355579658	21989
13178	8186	1.0	1355581971	21989
13178	140871	1.0	1355583573	21989
13178	24414	1.0	1355587278	21989
13178	8349	1.0	1355587417	21989
13178	7646	1.0	1355589367	21989
14782	4191	1.0	1370338220	25901
14782	21433	1.0	1370365793	25901
14782	148594	1.0	1370365919	25901
14782	527067	1.0	1370366697	25901
15524	833331	1.0	1335695187	28010
15524	2715	1.0	1335696192	28010
15524	320634	1.0	1335697915	28010
15524	834279	1.0	1335698738	28010
15782	12915	1.0	1337074532	28637
15782	1104183	1.0	1337075798	28637
